seq,latency_ns
5481,816657
5482,807168
5483,797742
5484,788143
5485,778697
5486,769101
5487,759606
5488,750060
5489,740772
5490,731075
5492,711577
5493,703987
5494,694360
5495,684904
5496,676033
5497,666532
5498,656964
5499,647447
5500,637984
5501,628325
5502,618757
5503,609178
5504,599799
5505,592263
5506,582807
5507,573302
5508,563608
5509,553959
5510,544435
5511,534821
5512,526021
5513,517420
5514,507480
5515,497536
5516,487639
5517,478061
5518,470289
5519,460800
5520,451111
5521,441667
5522,432136
5523,422516
5524,412869
5525,403239
5526,393548
5527,384062
5528,375068
5529,365584
5530,355987
5531,348253
5532,338641
5534,319141
5535,309526
5536,299921
5537,290497
5538,280831
5539,271307
5540,261740
5541,252152
5542,242596
5543,233009
5544,224068
5545,216252
5546,206674
5547,197117
5548,187613
5549,178057
5550,168514
5551,158928
5552,149368
5553,140020
5554,130366
5555,120855
5556,111300
5557,101829
5558,94154
5559,84549
5560,75884
5561,66323
5562,56717
5563,47129
5564,37550
5565,27838
5566,18332
5567,8805
5568,1051289
5569,1041966
5570,1034833
5571,1025275
5572,1015634
5573,1006120
5574,996568
5575,986956
5576,978047
5577,968422
5578,958883
5579,949399
5580,939756
5582,920209
5583,910529
5584,903094
5585,893666
5587,874081
5588,864532
5589,854940
5590,845341
5591,835842
5592,826961
5593,817520
5594,808133
5595,798588
5596,788877
5597,779466
5598,771911
5599,762214
5600,752705
5601,743332
5602,733757
5603,724177
5604,714512
5605,704964
5606,695362
5607,685700
5608,676882
5609,667306
5610,657650
5611,650539
5612,640996
5613,631497
5614,621942
5615,612406
5616,602775
5617,593369
5618,584940
5619,574987
5620,565057
5621,555108
5622,545393
5623,535848
5624,528974
5625,519364
5626,509714
5627,500111
5628,490533
5629,481007
5630,471329
5631,461697
5632,452079
5633,442674
5634,432994
5635,423394
5636,415641
5637,406253
5638,396562
5639,387038
5640,378047
5641,368438
5642,358879
5643,349303
5644,339626
5645,330136
5646,320430
5647,310926
5648,301353
5649,293832
5650,284242
5651,274640
5652,265067
5653,255458
5654,245903
5655,236349
5656,227568
5657,217940
5658,208374
5659,198801
5660,189227
5661,179691
5662,171849
5663,162415
5664,787784
5665,787877
5666,787928
5667,787930
5668,787957
5669,788010
5670,787994
5671,788024
5672,789158
5673,789093
5674,789085
5675,791412
5676,791403
5677,791410
5678,791480
5679,791458
5680,791551
5681,791656
5682,791664
5683,791734
5684,791768
5685,791794
5686,791828
5687,791855
5688,794734
5689,794815
5690,794855
5691,794876
5692,794909
5693,794950
5694,794996
5695,795041
5696,795063
5697,795069
5698,795115
5699,795099
5700,796518
5701,796650
5702,796732
5703,796763
5704,797523
5705,797577
5706,797602
5707,788228
5708,778556
5709,768988
5710,759402
5711,749832
5712,740156
5713,732640
5714,723080
5715,713532
5716,703927
5717,694369
5718,684778
5719,675184
5720,667624
5721,657672
5722,647748
5723,637796
5724,628060
5725,618443
5726,616373
5727,606478
5728,596554
5729,586683
5730,576732
5731,566823
5732,556938
5733,546988
5734,537040
5735,527146
5736,517188
5737,507285
5738,497374
5739,488085
5740,478535
5741,468976
5742,459388
5743,449792
5744,440153
5745,430733
5746,421061
5747,411462
5748,401921
5749,392349
5750,382811
5751,373226
5752,366375
5753,356802
5754,347256
5755,337622
5756,328061
5757,318408
5758,309027
5759,1043113
5760,1043011
5761,1043094
5762,1043113
5763,1043128
5764,1045151
5765,1045242
5766,1045303
5767,1045323
5768,1046323
5769,1046351
5770,1046372
5771,1046470
5772,1046492
5773,1046510
5774,1046559
5775,1046534
5776,1046521
5777,1048184
5778,1048281
5779,1048356
5780,1048427
5781,1048444
5782,1048467
5783,1048497
5784,1049030
5785,1049076
5786,1049160
5787,1049195
5788,1049238
5789,1049300
5790,1050815
5791,1042118
5792,1032203
5793,1022724
5795,1003167
5796,993584
5797,983946
5798,974434
5799,964817
5800,955873
5801,946275
5802,936702
5803,927184
5804,920428
5805,910833
5806,901332
5807,891748
5808,882103
5809,872669
5810,863127
5811,853505
5812,844231
5813,834665
5814,825056
5815,815546
5816,806691
5817,799068
5818,789434
5819,779890
5820,770327
5821,760791
5822,751210
5823,741626
5824,733163
5825,723260
5826,713316
5827,703372
5828,693600
5829,685828
5830,676265
5831,666773
5832,657910
5833,648373
5834,638816
5835,629330
5836,619748
5837,610233
5838,600656
5839,590993
5840,581527
5841,572186
5842,564445
5843,554877
5844,545202
5845,535684
5846,526067
5847,516472
5848,507626
5849,498040
5850,488524
5851,478869
5852,469363
5853,459700
5854,445215
5855,442532
5856,432923
5857,423635
5858,414175
5859,404401
5860,394805
5861,385254
5862,375664
5863,366033
5864,357130
5865,347608
5866,338051
5867,328450
5868,320583
5869,311079
5870,301430
5871,291814
5872,282160
5873,272740
5874,263199
5875,253546
5876,243943
5877,234346
5878,224713
5879,215179
5881,196248
5882,188603
5883,178945
5884,167777
5886,149780
5887,140142
5888,130539
5889,121071
5890,111492
5891,102115
5892,92479
5893,82935
5894,73356
5895,65862
5896,57011
5897,47479
5898,37920
5899,28336
5900,18733
5901,9229
5902,2731896
5903,2722549
5904,2712931
5905,2737986
5906,2728772
5907,2719165
5908,2712379
5909,2702761
5910,2693098
5911,2683455
5912,2674744
5913,2665138
5914,2655476
5915,2645855
5916,2636135
5917,2626508
5918,2617017
5919,2607372
5920,2597675
5921,2589657
5922,2579997
5923,2570313
5924,2560850
5925,2551179
5926,2541510
5927,2531936
5928,2524393
5929,2514511
5930,2504616
5931,2494689
5932,2484738
5933,2474832
5934,2467171
5935,2457523
5936,2448024
5937,2438618
5938,2429059
5939,2419441
5940,2409893
5941,2400315
5942,2390755
5943,2381125
5944,2372708
5945,2362871
5946,2352981
5947,2344810
5948,2335083
5949,2325220
5950,2315322
5951,2305424
5952,2295567
5953,2285698
5954,2276092
5955,2266547
5956,2257008
5957,2247477
5958,2237804
5959,2230239
5960,2221333
5961,2211707
5962,2202084
5963,2192623
5964,2183061
5965,2173559
5966,2164072
5967,2154401
5968,2145040
5969,2135238
5970,2125363
5971,2115516
5972,2107338
5973,2097506
5974,2087638
5975,2077769
5976,2068800
5977,2058926
5978,2049061
5979,2039174
5980,2029239
5981,2019341
5982,2009462
5983,1999573
5984,1989659
5985,1981575
5986,1971734
5987,1961843
5988,1951965
5989,1942067
5990,1932161
5991,1922266
5992,1913042
5993,1903193
5994,1893330
5995,1883464
5996,1873590
5997,1863695
5998,1855119
5999,1845286
6000,1835429
6001,1825575
6002,1815905
6003,1806216
6004,1796622
6005,1787048
6006,1777397
6007,1767874
6008,1759106
6009,1749267
6010,1739423
6011,1731203
6012,1721310
6013,1711445
6014,1701597
6015,1691753
6016,1681845
6017,1671984
6018,1662131
6019,1652216
6020,1642356
6021,1632495
6022,1622597
6023,1613800
6024,1604991
6025,1595133
6026,1585299
6027,1575403
6028,1565544
6029,1555661
6030,1545799
6031,1537262
6032,1527368
6033,1517437
6034,1507484
6035,1497564
6036,1487700
6037,1477814
6038,1467949
6039,1458079
6040,1449206
6041,1439353
6042,1429416
6043,1419500
6044,1409644
6045,1399699
6046,1389784
6047,1379885
6048,1369945
6049,1361754
6050,1351906
6051,1342017
6052,1332108
6053,1322229
6054,1312334
6055,1302432
6056,1293292
6057,1283390
6058,1273487
6059,1263619
6060,1253771
6061,1243868
6062,1235489
6063,1225684
6064,1215768
6065,1205877
6066,1195998
6067,1186083
6068,1176156
6069,1166266
6070,1156361
6071,1146448
6072,1137145
6073,1127568
6074,1118013
6075,1110340
6076,1100753
6077,1091227
6078,1081626
6079,1071979
6080,1062325
6081,1052871
6082,1043232
6083,1033675
6084,1024001
6085,1014355
6086,1004697
6087,997685
6088,988859
6089,979271
6090,970183
6091,960536
6092,950990
6093,941309
6094,931774
6095,922168
6096,912644
6097,903127
6098,893564
6099,883967
6100,876238
6101,866718
6102,857301
6103,847630
6104,838784
6105,829158
6106,819552
6107,809879
6108,800198
6109,790551
6110,780966
6111,771338
6112,761621
6113,754046
6114,744341
6115,734693
6116,725127
6117,715477
6118,705772
6119,696202
6120,687224
6121,677556
6122,667981
6123,658254
6124,648694
6125,639099
6126,631423
6127,621897
6128,612539
6129,603012
6130,593392
6131,583856
6132,574213
6133,565718
6134,555826
6135,545879
6136,536707
6137,527073
6138,517498
6139,509800
6140,500195
6141,490558
6142,480889
6143,471225
6144,461580
6145,452196
6146,442591
6147,432987
6148,423369
6149,413806
6150,404186
6151,396636
6152,387693
6153,378100
6154,368497
6155,358939
6156,349195
6157,339672
6158,330095
6159,350175
6160,340775
6161,331492
6162,321854
6163,312193
6164,305268
6165,295660
6166,286036
6168,267051
6169,257451
6170,247798
6171,238166
6172,228584
6173,218987
6174,209308
6175,199669
6176,190074
6177,180754
6178,172821
6179,163276
6180,195658
6181,186163
6182,176709
6183,167192
6184,158373
6185,148804
6186,139442
6187,129832
6188,120207
6189,110609
6190,101049
6191,93862
6192,84291
6193,74845
6194,65315
6195,55720
6196,46152
6197,36601
6198,26985
6199,17428
6200,8790
6201,1052068
6202,1042566
6203,1033121
6204,1025640
6205,1016033
6206,1006473
6208,986798
6209,977505
6210,967816
6211,958384
6212,948801
6213,939156
6214,929506
6215,919902
6216,910976
6217,903134
6218,893633
6219,883887
6220,874289
6221,864671
6222,855075
6223,845454
6225,826220
6226,816738
6227,807056
6228,797451
6229,787757
6230,778141
6231,771343
6232,762509
6233,752965
6234,743383
6235,733758
6236,724271
6237,714599
6238,704957
6239,696492
6240,686558
6241,676622
6242,666909
6243,657343
6244,649616
6245,639964
6246,630355
6247,620879
6248,612060
6249,602516
6250,592808
6251,583300
6252,573610
6253,564025
6254,554410
6255,544781
6256,535147
6257,527670
6258,517958
6259,508343
6260,498761
6261,489144
6262,479285
6263,469434
6264,460343
6265,450519
6266,440689
6267,430819
6269,411128
6270,401487
6271,393785
6272,384251
6273,374837
6274,365361
6275,355767
6276,346171
6277,336554
6278,327004
6279,317393
6280,308489
6281,298833
6282,289311
6283,281553
6284,272056
6285,262388
6286,252810
6287,243205
6288,233612
6289,224289
6290,214695
6291,205023
6292,195413
6293,185909
6294,176513
6295,167080
6296,160180
6297,150534
6298,140952
6299,131456
6300,121849
6301,112225
6302,102602
6303,93025
6304,83457
6305,74097
6306,64602
6307,55051
6308,45465
6309,37616
6310,28117
6311,18502
6312,9572
6313,1052400
6314,1042914
6315,1033411
6316,1023781
6317,1014376
6318,1004671
6319,995154
6320,985560
6321,976101
6322,968492
6323,959021
6324,949393
6325,939825
6326,930254
6327,920714
6328,911809
6329,902261
6330,892634
6331,883005
6332,873672
6333,864039
6334,854415
6335,846647
6336,837045
6337,827611
6338,818108
6339,808654
6340,799121
6341,791256
6342,781362
6343,771426
6344,761836
6345,752308
6346,742870
6347,735026
6348,725455
6349,715884
6350,706383
6351,696731
6352,687244
6353,677901
6354,668244
6355,658583
6356,649065
6357,639506
6358,630063
6359,620490
6360,613419
6361,604019
6362,594333
6363,584666
6364,575014
6365,565481
6366,555823
6367,546226
6368,536666
6369,527313
6370,517787
6371,508148
6372,498597
6373,490823
6374,481302
6375,471695
6376,462785
6377,453207
6378,443631
6380,424066
6381,414465
6382,404804
6383,395313
6384,385926
6385,376524
6386,366971
6387,359390
6388,349907
6389,340368
6390,330677
6391,321003
6392,312156
6393,302461
6394,292809
6395,283234
6396,273505
6397,263989
6398,254441
6399,244789
6400,243340
6401,233434
6402,223556
6403,213620
6404,203712
6405,193796
6406,183849
6407,173937
6408,164031
6409,154076
6410,144158
6411,134217
6412,124418
6413,114961
6414,105296
6415,95805
6416,86230
6417,76848
6418,67444
6419,57854
6420,48180
6421,38620
6423,18980
6424,10219
6425,1052724
6426,1045975
6427,1036371
6428,1026839
6429,1017383
6430,1007771
6431,998300
6432,988627
6433,979233
6434,969736
6435,960188
6436,950655
6437,941040
6438,931477
6439,923721
6440,914886
6441,905302
6442,895648
6443,886156
6444,876617
6445,867161
6446,858880
6447,848959
6448,839023
6449,829074
6450,819491
6451,809922
6452,802228
6453,792914
6454,783294
6455,773801
6456,764976
6457,755519
6458,746001
6459,736575
